"Gene","TargetID","GeneName","Score"
"SSTR5","ENSG00000162009","somatostatin receptor 5",0.0554369782027053
"LRP11","ENSG00000120256","LDL receptor related protein 11",0.0550945113745576
"TBC1D12","ENSG00000108239","TBC1 domain family member 12",0.0550344448410355
"ENSG00000293606","ENSG00000293606","novel protein, readthrough between SLC5A3 and MRPS6",0.0549440508137473
"ACTR10","ENSG00000131966","actin related protein 10",0.0548513434292973
"CCL5","ENSG00000271503","C-C motif chemokine ligand 5",0.0547140263717703
"GSK3B","ENSG00000082701","glycogen synthase kinase 3 beta",0.0544924963518444
"UNC5C","ENSG00000182168","unc-5 netrin receptor C",0.0541637242727811
"GPT","ENSG00000167701","glutamic--pyruvic transaminase",0.0540075254536414
"SPPL2C","ENSG00000185294","signal peptide peptidase like 2C",0.0532124916646612
"METTL3","ENSG00000165819","methyltransferase 3, N6-adenosine-methyltransferase complex catalytic subunit",0.0528499192199123
"ANK3","ENSG00000151150","ankyrin 3",0.0527039351773119
"HPRT1","ENSG00000165704","hypoxanthine phosphoribosyltransferase 1",0.0521193317099502
"SIRT1","ENSG00000096717","sirtuin 1",0.0518873273509139
"GFAP","ENSG00000131095","glial fibrillary acidic protein",0.0516856274458414
"FAM124B","ENSG00000124019","family with sequence similarity 124 member B",0.0516248244097527
"KCNN3","ENSG00000143603","potassium calcium-activated channel subfamily N member 3",0.0514600591082804
"L3MBTL2","ENSG00000100395","L3MBTL histone methyl-lysine binding protein 2",0.0507080282906177
"C16orf86","ENSG00000159761","chromosome 16 open reading frame 86",0.0504378863063037
"GLP1R","ENSG00000112164","glucagon like peptide 1 receptor",0.0502982849876295
"HDAC6","ENSG00000094631","histone deacetylase 6",0.0501007458356686
"DCLK3","ENSG00000163673","doublecortin like kinase 3",0.0498484170063425
"NEFL","ENSG00000277586","neurofilament light chain",0.0497555993158213
"NARS1","ENSG00000134440","asparaginyl-tRNA synthetase 1",0.0497502490247153
"MAPT","ENSG00000186868","microtubule associated protein tau",0.0497059894372722
"YRDC","ENSG00000196449","yrdC N6-threonylcarbamoyltransferase domain containing",0.0492802477951551
"COMT","ENSG00000093010","catechol-O-methyltransferase",0.0488441769706563
"RIC8A","ENSG00000177963","RIC8 guanine nucleotide exchange factor A",0.0487142745849103
"SYMPK","ENSG00000125755","symplekin scaffold protein",0.048569744441972
"CERS1","ENSG00000223802","ceramide synthase 1",0.0482866346252638
"GDF1","ENSG00000130283","growth differentiation factor 1",0.0482866346252638
"CHRNA7","ENSG00000175344","cholinergic receptor nicotinic alpha 7 subunit",0.0478605911816689
"TPP1","ENSG00000166340","tripeptidyl peptidase 1",0.0477324701653782
"SPTBN2","ENSG00000173898","spectrin beta, non-erythrocytic 2",0.0476024204918803
"NT5E","ENSG00000135318","5'-nucleotidase ecto",0.0475526079694316
"KCNJ6","ENSG00000157542","potassium inwardly rectifying channel subfamily J member 6",0.0474337264495081
"PDE5A","ENSG00000138735","phosphodiesterase 5A",0.0474223224366863
"OPA1","ENSG00000198836","OPA1 mitochondrial dynamin like GTPase",0.0473993522143383
"APOB","ENSG00000084674","apolipoprotein B",0.0473921133315414
"TNFSF12","ENSG00000239697","TNF superfamily member 12",0.0471069806608733
"NOC3L","ENSG00000173145","NOC3 like DNA replication regulator",0.0467819808000943
"CD4","ENSG00000010610","CD4 molecule",0.0466117752385759
"SATB1","ENSG00000182568","SATB homeobox 1",0.046317719856117
"IAPP","ENSG00000121351","islet amyloid polypeptide",0.0462607397567447
"SMPD1","ENSG00000166311","sphingomyelin phosphodiesterase 1",0.0461974818355877
"TMEM171","ENSG00000157111","transmembrane protein 171",0.0461542037480904
"CDK13","ENSG00000065883","cyclin dependent kinase 13",0.0461477883133806
"S100B","ENSG00000160307","S100 calcium binding protein B",0.0459833268180623
"PRNP","ENSG00000171867","prion protein (Kanno blood group)",0.0459518138932931
"GPAT2","ENSG00000186281","glycerol-3-phosphate acyltransferase 2, mitochondrial",0.0459512852227421
"CA8","ENSG00000178538","carbonic anhydrase 8 (inactive)",0.0455045196080539
"ADARB2","ENSG00000185736","adenosine deaminase RNA specific B2 (inactive)",0.0454583221262183
"TOMM20L","ENSG00000196860","translocase of outer mitochondrial membrane 20 like",0.0451062307933166
"NRXN2","ENSG00000110076","neurexin 2",0.0450887422715336
"HCRT","ENSG00000161610","hypocretin neuropeptide precursor",0.0448010238653063
"TSPAN31","ENSG00000135452","tetraspanin 31",0.0447070766921879
"PSAP","ENSG00000197746","prosaposin",0.0445636308946691
"TRPC4","ENSG00000133107","transient receptor potential cation channel subfamily C member 4",0.0444111792046117
"SMIM38","ENSG00000284713","small integral membrane protein 38",0.0443844887615084
"RPL17","ENSG00000265681","ribosomal protein L17",0.0442419937600227
"OR10AD1","ENSG00000172640","olfactory receptor family 10 subfamily AD member 1",0.0435716774297192
"PTGIR","ENSG00000160013","prostaglandin I2 receptor",0.043328104908244
"CD28","ENSG00000178562","CD28 molecule",0.0431550065960283
"POMC","ENSG00000115138","proopiomelanocortin",0.0428485806150745
"AMBRA1","ENSG00000110497","autophagy and beclin 1 regulator 1",0.0428333828525406
"ENTPD1","ENSG00000138185","ectonucleoside triphosphate diphosphohydrolase 1",0.0428301987151271
"MYEOV","ENSG00000172927","myeloma overexpressed",0.0425635736248389
"LOX","ENSG00000113083","lysyl oxidase",0.0425255824195706
"MEFV","ENSG00000103313","MEFV innate immunity regulator, pyrin",0.0423887561109204
"GLRA1","ENSG00000145888","glycine receptor alpha 1",0.0422780874766565
"ENKD1","ENSG00000124074","enkurin domain containing 1",0.0422072680520263
"IL18","ENSG00000150782","interleukin 18",0.0421710759337557
"GGTLC3","ENSG00000274252","gamma-glutamyltransferase light chain family member 3",0.042132103434056
"GGTLC5P","ENSG00000276160","gamma-glutamyltransferase light chain 5 pseudogene",0.042132103434056
"GGT1","ENSG00000100031","gamma-glutamyltransferase 1",0.042132103434056
"GGTLC4P","ENSG00000230712","gamma-glutamyltransferase light chain 4 pseudogene",0.042132103434056
"TFF2","ENSG00000160181","trefoil factor 2",0.0421020645646998
"LGALS3","ENSG00000131981","galectin 3",0.0420411457253753
"SF3A3","ENSG00000183431","splicing factor 3a subunit 3",0.0418244289390265
"FAM234A","ENSG00000167930","family with sequence similarity 234 member A",0.0415815985832252
"PRKACG","ENSG00000165059","protein kinase cAMP-activated catalytic subunit gamma",0.0414328157799176
"GRM5","ENSG00000168959","glutamate metabotropic receptor 5",0.0414044187266644
"DMWD","ENSG00000185800","DM1 locus, WD repeat containing",0.0413293069111014
"HCN2","ENSG00000099822","hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2",0.0412266327900785
"CRHR1","ENSG00000120088","corticotropin releasing hormone receptor 1",0.0410298932136122
"NPC1","ENSG00000141458","NPC intracellular cholesterol transporter 1",0.0410141243736348
"MBP","ENSG00000197971","myelin basic protein",0.040875531928128
"ADCYAP1R1","ENSG00000078549","ADCYAP receptor type I",0.040603326827017
"CGGBP1","ENSG00000163320","CGG triplet repeat binding protein 1",0.0405728256573127
"ATP1A3","ENSG00000105409","ATPase Na+/K+ transporting subunit alpha 3",0.0405513369949984
"SENP1","ENSG00000079387","SUMO specific peptidase 1",0.0404499827458518
"TUBB4A","ENSG00000104833","tubulin beta 4A class IVa",0.0404154050090456
"REN","ENSG00000143839","renin",0.0399312425377128
"CSE1L","ENSG00000124207","chromosome segregation 1 like",0.0397217360706979
"CTNND1","ENSG00000198561","catenin delta 1",0.0397217360706979
"MMP3","ENSG00000149968","matrix metallopeptidase 3",0.0396826102860624
"CCDC201","ENSG00000283247","coiled-coil domain containing 201",0.0394733413974036
"CLEC18A","ENSG00000157322","C-type lectin domain family 18 member A",0.039427276682398
"SLC16A1","ENSG00000155380","solute carrier family 16 member 1",0.0391549323824292
"CLP1","ENSG00000172409","cleavage factor polyribonucleotide kinase subunit 1",0.039112636021282
"KCNK7","ENSG00000173338","potassium two pore domain channel subfamily K member 7",0.0390314654328453
"UBR3","ENSG00000144357","ubiquitin protein ligase E3 component n-recognin 3",0.0389988919050697
"PDE3A","ENSG00000172572","phosphodiesterase 3A",0.0388931466520276
"ZFAND2A","ENSG00000178381","zinc finger AN1-type containing 2A",0.0388843248918064
"DMRTA1","ENSG00000176399","DMRT like family A1",0.0388487926374916
"CSTPP1","ENSG00000149179","centriolar satellite-associated tubulin polyglutamylase complex regulator 1",0.0388375883021842
"ACD","ENSG00000102977","ACD shelterin complex subunit and telomerase recruitment factor",0.0388156670160249
"TBC1D7","ENSG00000145979","TBC1 domain family member 7",0.0388034873951794
"PLEKHM1","ENSG00000225190","pleckstrin homology and RUN domain containing M1",0.0386862044874395
"STUB1","ENSG00000103266","STIP1 homology and U-box containing protein 1",0.0386358780087387
"GHRL","ENSG00000157017","ghrelin and obestatin prepropeptide",0.038622695721997
"CXCL8","ENSG00000169429","C-X-C motif chemokine ligand 8",0.0385158983371368
"PRH2","ENSG00000134551","proline rich protein HaeIII subfamily 2",0.038497810228418
"IL1B","ENSG00000125538","interleukin 1 beta",0.0384074784567144
"TMEM176B","ENSG00000106565","transmembrane protein 176B",0.0383476057220847
"OXT","ENSG00000101405","oxytocin/neurophysin I prepropeptide",0.0382968494864692
"MRM2","ENSG00000122687","mitochondrial rRNA methyltransferase 2",0.0382915800328039
"MMP2","ENSG00000087245","matrix metallopeptidase 2",0.0382637757749511
"KCNAB2","ENSG00000069424","potassium voltage-gated channel subfamily A regulatory beta subunit 2",0.0381036830179928
"P2RX4","ENSG00000135124","purinergic receptor P2X 4",0.0378968565945492
"SULT4A1","ENSG00000130540","sulfotransferase family 4A member 1",0.0378911746015491
"TMEM37","ENSG00000171227","transmembrane protein 37",0.0375646202447945
"FOS","ENSG00000170345","Fos proto-oncogene, AP-1 transcription factor subunit",0.037476957470366
"GCG","ENSG00000115263","glucagon",0.0373917196001248
"BET1L","ENSG00000177951","Bet1 golgi vesicular membrane trafficking protein like",0.0371968401989786
"DHX36","ENSG00000174953","DEAH-box helicase 36",0.0371341586746827
"ECRG4","ENSG00000119147","ECRG4 augurin precursor",0.037085691760865
"KCNA1","ENSG00000111262","potassium voltage-gated channel subfamily A member 1",0.0369985879219501
"BEST1","ENSG00000167995","bestrophin 1",0.0369605440991823
"PDE4D","ENSG00000113448","phosphodiesterase 4D",0.0369579854684702
"PDE4A","ENSG00000065989","phosphodiesterase 4A",0.0369579854684702
"PDE4C","ENSG00000105650","phosphodiesterase 4C",0.0369579854684702
"PDE10A","ENSG00000112541","phosphodiesterase 10A",0.0369579854684702
"P2RX7","ENSG00000089041","purinergic receptor P2X 7",0.0369300490181901
"NUP43","ENSG00000120253","nucleoporin 43",0.0369103407466817
"SUN1","ENSG00000164828","Sad1 and UNC84 domain containing 1",0.0368471115120648
"RGP1","ENSG00000107185","RGP1 partner of RAB6A GEF complex",0.0368345345655529
"KCNA3","ENSG00000177272","potassium voltage-gated channel subfamily A member 3",0.0366407022197471
"SERPINE1","ENSG00000106366","serpin family E member 1",0.0365282462263285
"IGFBP1","ENSG00000146678","insulin like growth factor binding protein 1",0.0362877442781762
"TEF","ENSG00000167074","TEF transcription factor, PAR bZIP family member",0.0360968960904589
"CCL3","ENSG00000277632","C-C motif chemokine ligand 3",0.0360080730901474
"TAC1","ENSG00000006128","tachykinin precursor 1",0.0359411512470744
"YJEFN3","ENSG00000250067","YjeF N-terminal domain containing 3",0.0359050903437336
"ZBTB4","ENSG00000174282","zinc finger and BTB domain containing 4",0.0357665237764139
"CPQ","ENSG00000104324","carboxypeptidase Q",0.0357080094230205
"ZNHIT1","ENSG00000106400","zinc finger HIT-type containing 1",0.0354796660497314
"TRIM69","ENSG00000185880","tripartite motif containing 69",0.0354796660497314
"TICAM1","ENSG00000127666","TIR domain containing adaptor molecule 1",0.0354796660497314
"GSTP1","ENSG00000084207","glutathione S-transferase pi 1",0.0351100861950467
"GRM1","ENSG00000152822","glutamate metabotropic receptor 1",0.0350953030008593
"KCNK10","ENSG00000100433","potassium two pore domain channel subfamily K member 10",0.0350670358220896
"HIF1A","ENSG00000100644","hypoxia inducible factor 1 subunit alpha",0.0349919346624506
"GPR146","ENSG00000164849","G protein-coupled receptor 146",0.034937843537184
"PTX3","ENSG00000163661","pentraxin 3",0.0349154282659687
"MECP2","ENSG00000169057","methyl-CpG binding protein 2",0.0348735550880485
"ADARB1","ENSG00000197381","adenosine deaminase RNA specific B1",0.034740506340362
"TRIM2","ENSG00000109654","tripartite motif containing 2",0.0346739819665187
"SLC6A1","ENSG00000157103","solute carrier family 6 member 1",0.0346148491897692
"CAT","ENSG00000121691","catalase",0.0345980955144484
"CHP1","ENSG00000187446","calcineurin like EF-hand protein 1",0.0345483248159259
"CCL18","ENSG00000275385","C-C motif chemokine ligand 18",0.0343709264856773
"BIRC2","ENSG00000110330","baculoviral IAP repeat containing 2",0.0342327951113726
"ATXN7L1","ENSG00000146776","ataxin 7 like 1",0.0341935281554286
"ADIPOQ","ENSG00000181092","adiponectin, C1Q and collagen domain containing",0.034108566088231
"ASPA","ENSG00000108381","aspartoacylase",0.0339791718397115
"DNAJC6","ENSG00000116675","DnaJ heat shock protein family (Hsp40) member C6",0.0339288317378166
"LTA","ENSG00000226979","lymphotoxin alpha",0.0337553591190132
"RERE","ENSG00000142599","arginine-glutamic acid dipeptide repeats",0.0335482681182032
"ANKFY1","ENSG00000185722","ankyrin repeat and FYVE domain containing 1",0.0335208928199025
"ADCY1","ENSG00000164742","adenylate cyclase 1",0.0334792220860287
"CHI3L1","ENSG00000133048","chitinase 3 like 1",0.0334264446348164
"HORMAD2","ENSG00000176635","HORMA domain containing 2",0.0333855977764076
"WWOX","ENSG00000186153","WW domain containing oxidoreductase",0.0333730608780286
"DBH","ENSG00000123454","dopamine beta-hydroxylase",0.0333162643643857
"FBXO41","ENSG00000163013","F-box protein 41",0.0332474037274358
"NTNG1","ENSG00000162631","netrin G1",0.0332400631919318
"MORC2","ENSG00000133422","MORC family CW-type zinc finger 2",0.0330995717855619
"PDGFD","ENSG00000170962","platelet derived growth factor D",0.033081481507319
"FHL3","ENSG00000183386","four and a half LIM domains 3",0.0329896459453521
"HCRTR2","ENSG00000137252","hypocretin receptor 2",0.0329363406830762
"TPSAB1","ENSG00000172236","tryptase alpha/beta 1",0.0329239911233129
"PPARG","ENSG00000132170","peroxisome proliferator activated receptor gamma",0.0329234053881622
"EPHX2","ENSG00000120915","epoxide hydrolase 2",0.0329133579034583
"KCNN2","ENSG00000080709","potassium calcium-activated channel subfamily N member 2",0.0328926070669385
"RP1L1","ENSG00000183638","RP1 like 1",0.0328746239793516
"LINC01587","ENSG00000082929","long intergenic non-protein coding RNA 1587",0.032865183990306
"PLAAT1","ENSG00000127252","phospholipase A and acyltransferase 1",0.032865183990306
"STARD9","ENSG00000159433","StAR related lipid transfer domain containing 9",0.03285564908147
"ATP2B2","ENSG00000157087","ATPase plasma membrane Ca2+ transporting 2",0.0328186910960015
"EDN1","ENSG00000078401","endothelin 1",0.0327748986543236
"DST","ENSG00000151914","dystonin",0.0326708591541276
"PIK3CD","ENSG00000171608","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",0.0326016001534428
"PIK3CB","ENSG00000051382","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",0.0325995722804404
"PIK3CA","ENSG00000121879","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",0.0325995722804404
"AKT1","ENSG00000142208","AKT serine/threonine kinase 1",0.0325437368280371
"RUNX1T1","ENSG00000079102","RUNX1 partner transcriptional co-repressor 1",0.0325304920035885
"PIK3CG","ENSG00000105851","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma",0.0325251278341304
"ACP2","ENSG00000134575","acid phosphatase 2, lysosomal",0.0324638944355042
"RBM4","ENSG00000173933","RNA binding motif protein 4",0.0324357797113216
"PRKCA","ENSG00000154229","protein kinase C alpha",0.0323978131803643
"ZFAND3","ENSG00000156639","zinc finger AN1-type containing 3",0.0323749282475814
"LEP","ENSG00000174697","leptin",0.0323489260636522
"ABCA2","ENSG00000107331","ATP binding cassette subfamily A member 2",0.0323086708965366
"PFKM","ENSG00000152556","phosphofructokinase, muscle",0.0322876919372166
"LYST","ENSG00000143669","lysosomal trafficking regulator",0.0322569297168808
"CNTNAP1","ENSG00000108797","contactin associated protein 1",0.0321922532423109
"RFX8","ENSG00000196460","regulatory factor X8",0.0319396663929785
"TPH2","ENSG00000139287","tryptophan hydroxylase 2",0.0318218395283169
"AOC1","ENSG00000002726","amine oxidase copper containing 1",0.0318145536880265
"PRKCE","ENSG00000171132","protein kinase C epsilon",0.0317838675028844
"TTC21B","ENSG00000123607","tetratricopeptide repeat domain 21B",0.0317712599188899
"CREB3","ENSG00000107175","cAMP responsive element binding protein 3",0.0317704558722176
"SIX5","ENSG00000177045","SIX homeobox 5",0.0317107030886907
"PLA2G7","ENSG00000146070","phospholipase A2 group VII",0.031670940325064
"PKD1L3","ENSG00000277481","polycystin 1 like 3, transient receptor potential channel interacting",0.0316317468069003
"HSPA5","ENSG00000044574","heat shock protein family A (Hsp70) member 5",0.031563146200781
"GDF10","ENSG00000266524","growth differentiation factor 10",0.031563146200781
"SRRM3","ENSG00000177679","serine/arginine repetitive matrix 3",0.031406896051106
"TOR1A","ENSG00000136827","torsin family 1 member A",0.0313108052888879
"GATAD2A","ENSG00000167491","GATA zinc finger domain containing 2A",0.0313091306519798
"MYO5A","ENSG00000197535","myosin VA",0.0312886304976069
"PLAT","ENSG00000104368","plasminogen activator, tissue type",0.0312367458356325
"ABCD2","ENSG00000173208","ATP binding cassette subfamily D member 2",0.0311703649441078
"IL4","ENSG00000113520","interleukin 4",0.0310878382589008
"PLGLB1","ENSG00000183281","plasminogen like B1",0.0310509690261102
"NMT1","ENSG00000136448","N-myristoyltransferase 1",0.0310070273247497
"SNCAIP","ENSG00000064692","synuclein alpha interacting protein",0.0310057689366358
"DNM1","ENSG00000106976","dynamin 1",0.0308525262690789
"MINPP1","ENSG00000107789","multiple inositol-polyphosphate phosphatase 1",0.0308007232672657
"DNAL4","ENSG00000100246","dynein axonemal light chain 4",0.030778610298142
"PTH1R","ENSG00000160801","parathyroid hormone 1 receptor",0.0306751279388302
"MAP1B","ENSG00000131711","microtubule associated protein 1B",0.0306751279388302
"HGF","ENSG00000019991","hepatocyte growth factor",0.0306237974034574
"LEPR","ENSG00000116678","leptin receptor",0.0305273776275194
"IER3IP1","ENSG00000134049","immediate early response 3 interacting protein 1",0.0305115163530148
"WDR81","ENSG00000167716","WD repeat domain 81",0.0303646808608951
"UCP2","ENSG00000175567","uncoupling protein 2",0.0303055480841455
"ADGRL3","ENSG00000150471","adhesion G protein-coupled receptor L3",0.0303055480841455
"DCDC1","ENSG00000170959","doublecortin domain containing 1",0.0300171556912024
"DKK1","ENSG00000107984","dickkopf Wnt signaling pathway inhibitor 1",0.0299359682294608
"TRIM35","ENSG00000104228","tripartite motif containing 35",0.0297382224006999
"NAMPT","ENSG00000105835","nicotinamide phosphoribosyltransferase",0.0296998477667456
"P2RX3","ENSG00000109991","purinergic receptor P2X 3",0.0296750216861427
"NOX4","ENSG00000086991","NADPH oxidase 4",0.0295663883747762
"FBXL4","ENSG00000112234","F-box and leucine rich repeat protein 4",0.0295262330723821
"APOA1","ENSG00000118137","apolipoprotein A1",0.0294749144508474
"TRMT1","ENSG00000104907","tRNA methyltransferase 1",0.0293886299903961
"STX10","ENSG00000104915","syntaxin 10",0.0292920277830603
"RASGEF1B","ENSG00000138670","RasGEF domain family member 1B",0.0292754439762452
"EHMT1","ENSG00000181090","euchromatic histone lysine methyltransferase 1",0.0292565563657675
"ZGLP1","ENSG00000220201","zinc finger GATA like protein 1",0.0292175557172311
"SOD1","ENSG00000142168","superoxide dismutase 1",0.0292116182149561
"GAD1","ENSG00000128683","glutamate decarboxylase 1",0.0291671275032068
"RBBP8","ENSG00000101773","RB binding protein 8, endonuclease",0.0290873321025402
"ADH4","ENSG00000198099","alcohol dehydrogenase 4 (class II), pi polypeptide",0.0289980566871277
"NR1H3","ENSG00000025434","nuclear receptor subfamily 1 group H member 3",0.0289551277527735
"PEAR1","ENSG00000187800","platelet endothelial aggregation receptor 1",0.0288272286654067
"KIF1A","ENSG00000130294","kinesin family member 1A",0.0288272286654067
"DNER","ENSG00000187957","delta/notch like EGF repeat containing",0.0288141432353735
"OGFRL1","ENSG00000119900","opioid growth factor receptor like 1",0.028588867972014
"REV1","ENSG00000135945","REV1 DNA directed polymerase",0.0282728588833797
"NNMT","ENSG00000166741","nicotinamide N-methyltransferase",0.0280880689560373
"PLOD1","ENSG00000083444","procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",0.0280837446203227
"P2RX2","ENSG00000187848","purinergic receptor P2X 2",0.0280170893349043
"P2RY1","ENSG00000169860","purinergic receptor P2Y1",0.0280068232278297
"P2RX5-TAX1BP3","ENSG00000257950","P2RX5-TAX1BP3 readthrough (NMD candidate)",0.0280068232278297
"P2RY2","ENSG00000175591","purinergic receptor P2Y2",0.0280068232278297
"P2RX6","ENSG00000099957","purinergic receptor P2X 6",0.0280068232278297
"P2RX1","ENSG00000108405","purinergic receptor P2X 1",0.0280068232278297
"P2RX5","ENSG00000083454","purinergic receptor P2X 5",0.0280068232278297
"ADGRG7","ENSG00000144820","adhesion G protein-coupled receptor G7",0.0278838512124243
"GPR63","ENSG00000112218","G protein-coupled receptor 63",0.0278531143255064
"LYL1","ENSG00000104903","LYL1 basic helix-loop-helix family member",0.0277615766102076
"UTP11","ENSG00000183520","UTP11 small subunit processome component",0.0277568542433952
"PRDM6","ENSG00000061455","PR/SET domain 6",0.0277102239421345
"NOS1","ENSG00000089250","nitric oxide synthase 1",0.0275159867666576
"HOXB2","ENSG00000173917","homeobox B2",0.0275075243267535
"SST","ENSG00000157005","somatostatin",0.0274100763887174
"VWF","ENSG00000110799","von Willebrand factor",0.0273633741309562
"SLC25A3","ENSG00000075415","solute carrier family 25 member 3",0.0272604141213836
"ERICH2","ENSG00000204334","glutamate rich 2",0.0271710930942269
"TM6SF2","ENSG00000213996","transmembrane 6 superfamily member 2",0.0271707812507829
"RAPH1","ENSG00000173166","Ras association (RalGDS/AF-6) and pleckstrin homology domains 1",0.0271578941311514
"SENP7","ENSG00000138468","SUMO specific peptidase 7",0.0271489470467332
"FGFBP3","ENSG00000174721","fibroblast growth factor binding protein 3",0.0270224666501552
"RBP4","ENSG00000138207","retinol binding protein 4",0.026671346179746
"QTMAN","ENSG00000121964","queuosine-tRNA mannosyltransferase",0.0266256324439629
"CD200R1","ENSG00000163606","CD200 receptor 1",0.0266097495372985
"GC","ENSG00000145321","GC vitamin D binding protein",0.0265912579738209
"ASIC1","ENSG00000110881","acid sensing ion channel subunit 1",0.0265771718683214
"FLRT2","ENSG00000185070","fibronectin leucine rich transmembrane protein 2",0.0264249596099562
"IL1A","ENSG00000115008","interleukin 1 alpha",0.0264215181163155
"CARMIL2","ENSG00000159753","capping protein regulator and myosin 1 linker 2",0.0263145613804309
"RARRES2","ENSG00000106538","retinoic acid receptor responder 2",0.0262401696826138
"ENO2","ENSG00000111674","enolase 2",0.0260586691334513
"PIK3R1","ENSG00000145675","phosphoinositide-3-kinase regulatory subunit 1",0.0258705898279291
"GRIN2B","ENSG00000273079","glutamate ionotropic receptor NMDA type subunit 2B",0.0258533745385
"PIEZO1","ENSG00000103335","piezo type mechanosensitive ion channel component 1 (Er blood group)",0.0257398230651551
"ESM1","ENSG00000164283","endothelial cell specific molecule 1",0.0256857999005868
"BBS1","ENSG00000174483","Bardet-Biedl syndrome 1",0.0255571384007452
"STX1A","ENSG00000106089","syntaxin 1A",0.0255481188339734
"HDGFL1","ENSG00000112273","HDGF like 1",0.0254147340250365
"EMILIN3","ENSG00000183798","elastin microfibril interfacer 3",0.025349457551014
"ARMC2","ENSG00000118690","armadillo repeat containing 2",0.0253353206482201
"KATNA1","ENSG00000186625","katanin catalytic subunit A1",0.0252173378133917
"ATG7","ENSG00000197548","autophagy related 7",0.0251314301185597
"CD8A","ENSG00000153563","CD8 subunit alpha",0.0250482407135039
"TIMP1","ENSG00000102265","TIMP metallopeptidase inhibitor 1",0.0249689660642103
"NAALADL1","ENSG00000168060","N-acetylated alpha-linked acidic dipeptidase like 1",0.0249406961935845
"PARD6A","ENSG00000102981","par-6 family cell polarity regulator alpha",0.024664481379374
"ENPP2","ENSG00000136960","ectonucleotide pyrophosphatase/phosphodiesterase 2",0.0245359959082344
"IGHE","ENSG00000211891","immunoglobulin heavy constant epsilon",0.0245112903820533
"ENSG00000288654","ENSG00000288654","novel protein",0.0244879986419636
"CCDC87","ENSG00000182791","coiled-coil domain containing 87",0.0243975709271698
"LAG3","ENSG00000089692","lymphocyte activating 3",0.0243922704091903
"ACO2","ENSG00000100412","aconitase 2",0.0243721195456888
"AK4","ENSG00000162433","adenylate kinase 4",0.024357158632735
"CYP19A1","ENSG00000137869","cytochrome P450 family 19 subfamily A member 1",0.0241729863620774
"SENP3","ENSG00000161956","SUMO specific peptidase 3",0.024166424030378
"MEIOSIN","ENSG00000237452","meiosis initiator",0.0241395049883614
"AVP","ENSG00000101200","arginine vasopressin",0.024082552468038
"CFAP299","ENSG00000197826","cilia and flagella associated protein 299",0.0240304052171117
"ZBTB48","ENSG00000204859","zinc finger and BTB domain containing 48",0.0240255203582187
"CCKBR","ENSG00000110148","cholecystokinin B receptor",0.0240226905545056
"PRAL","ENSG00000279296","p53 regulation associated lncRNA",0.0240226905545056
"PLAUR","ENSG00000011422","plasminogen activator, urokinase receptor",0.0239688961534349
"PSMA3","ENSG00000100567","proteasome 20S subunit alpha 3",0.0238570009871659
"DHX38","ENSG00000140829","DEAH-box helicase 38",0.023761804064028
"SLC1A3","ENSG00000079215","solute carrier family 1 member 3",0.0236872358976032
"HSPA4","ENSG00000170606","heat shock protein family A (Hsp70) member 4",0.0236531106998209
"ROMO1","ENSG00000125995","reactive oxygen species modulator 1",0.0236531106998209
"TNFRSF1B","ENSG00000028137","TNF receptor superfamily member 1B",0.0236531106998209
"HSPA1A","ENSG00000204389","heat shock protein family A (Hsp70) member 1A",0.0236531106998209
"PINK1","ENSG00000158828","PTEN induced kinase 1",0.0236531106998209
"LHX2","ENSG00000106689","LIM homeobox 2",0.0236411915560074
"SCAPER","ENSG00000140386","S-phase cyclin A associated protein in the ER",0.0235875847730719
"ACOT12","ENSG00000172497","acyl-CoA thioesterase 12",0.0235432520627132
"CD14","ENSG00000170458","CD14 molecule",0.0235093852007769
"ST8SIA3","ENSG00000177511","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3",0.0234953107798747
"INSR","ENSG00000171105","insulin receptor",0.0234719221271011
"ASTL","ENSG00000188886","astacin like metalloendopeptidase",0.0234296061234633
"LY75","ENSG00000054219","lymphocyte antigen 75",0.0234148909679256
"CCK","ENSG00000187094","cholecystokinin",0.0232554017117519
"OXTR","ENSG00000180914","oxytocin receptor",0.023253417041857
"TLN1","ENSG00000137076","talin 1",0.0232194256468285
"VEGFA","ENSG00000112715","vascular endothelial growth factor A",0.0231542296825259
"CYP2W1","ENSG00000073067","cytochrome P450 family 2 subfamily W member 1",0.0230417169365008
"MTHFD1","ENSG00000100714","methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1",0.0230063459541227
"TMX3","ENSG00000166479","thioredoxin related transmembrane protein 3",0.0229259562443593
"AHSG","ENSG00000145192","alpha 2-HS glycoprotein",0.0229139509904515
"ANGPTL1","ENSG00000116194","angiopoietin like 1",0.0229139509904515
"DPP4","ENSG00000197635","dipeptidyl peptidase 4",0.0228728865621532
"SMIM48","ENSG00000286190","small integral membrane protein 48",0.0228172130623015
